name,province,district_city,kab_kota,country,coordinates_latitude,coordinates_longitude,current_ts,current_condition,current_humidity
Sinabang,Aceh,Kabupaten Simeulue,Simeulue,Indonesia,2.4803,96.3801,20/03/2020 22:00,Scattered clouds,72
Mangupura,Bali,Kabupaten Badung,Badung,Indonesia,-8.54389,115.17,20/03/2020 22:00,Few clouds,84
Amlapura,Bali,Kabupaten Karangasem,Karangasem,Indonesia,-8.45,115.61667,20/03/2020 22:00,Few clouds,89
Semarapura,Bali,Kabupaten Klungkung,Klungkung,Indonesia,-8.5346,115.4022,20/03/2020 22:00,Scattered clouds,84
Denpasar,Bali,Kota Denpasar,Denpasar,Indonesia,-8.663225,115.19754,20/03/2020 22:00,Few clouds,89
Bangli,Bali,Kabupaten Bangli,Bangli,Indonesia,-8.4542,115.3545,20/03/2020 22:00,Few clouds,89
Singaraja,Bali,Kabupaten Buleleng,Buleleng,Indonesia,-8.112,115.08818,20/03/2020 22:00,Scattered clouds,68
Gianyar,Bali,Kabupaten Gianyar,Gianyar,Indonesia,-8.5435,115.3272,20/03/2020 22:00,Few clouds,89
Negara,Bali,Kabupaten Jembrana,Jembrana,Indonesia,-8.35694,114.61694,20/03/2020 22:00,Broken clouds,71
Tabanan,Bali,Kabupaten Tabanan,Tabanan,Indonesia,-8.5413,115.12522,20/03/2020 22:00,Few clouds,89
Serang,Banten,Kota Serang,Serang,Indonesia,-6.11528,106.15417,20/03/2020 22:00,Scattered clouds,88
Tangerang,Banten,Kota Tangerang,Tangerang,Indonesia,-6.17806,106.63,20/03/2020 22:00,Scattered clouds,88
South Tangerang,Banten,Kota Tangerang Selatan,Tangerang Selatan,Indonesia,-6.28862,106.71789,20/03/2020 22:00,Scattered clouds,88
Rangkasbitung,Banten,Kabupaten Lebak,Lebak,Indonesia,-6.3591,106.2494,20/03/2020 22:00,Scattered clouds,88
Pandeglang,Banten,Kabupaten Pandeglang,Pandeglang,Indonesia,-6.3084,106.1067,20/03/2020 22:00,Scattered clouds,88
Ciruas,Banten,Kabupaten Serang,Serang,Indonesia,-6.125,106.23278,20/03/2020 22:00,Scattered clouds,88
Tigaraksa,Banten,Kabupaten Tangerang,Tangerang,Indonesia,-6.22806,106.51389,20/03/2020 22:00,Scattered clouds,88
Bengkulu,Bengkulu,Kota Bengkulu,Bengkulu,Indonesia,-3.80044,102.26554,20/03/2020 22:00,Broken clouds,87
Manna,Bengkulu,Kabupaten Bengkulu Selatan,Bengkulu Selatan,Indonesia,-4.4651,102.90386,20/03/2020 22:00,Broken clouds,91
Karang Tinggi,Bengkulu,Kabupaten Bengkulu Tengah,Bengkulu Tengah,Indonesia,-3.75,102.4225,20/03/2020 22:00,Broken clouds,87
Argamakmur,Bengkulu,Kabupaten Bengkulu Utara,Bengkulu Utara,Indonesia,-3.4232,102.1891,20/03/2020 22:00,Broken clouds,80
Bintuhan,Bengkulu,Kabupaten Kaur,Kaur,Indonesia,-4.79371,103.34836,20/03/2020 22:00,Broken clouds,74
Kepahiang,Bengkulu,Kabupaten Kepahiang,Kepahiang,Indonesia,-3.6455,102.5712,20/03/2020 22:00,Broken clouds,95
Mukomuko,Bengkulu,Kabupaten Mukomuko,Mukomuko,Indonesia,-2.5689,101.1118,20/03/2020 22:00,Broken clouds,76
Curup,Bengkulu,Kabupaten Rejang Lebong,Rejang Lebong,Indonesia,-3.4703,102.5207,20/03/2020 22:00,Broken clouds,95
Tais,Bengkulu,Kabupaten Seluma,Seluma,Indonesia,-4.07543,102.57739,20/03/2020 22:00,Broken clouds,87
Jakarta,DKI Jakarta,Jakarta,Jakarta,Indonesia,-6.236704,106.79324,20/03/2020 22:00,Scattered clouds,88
Tilamuta,Gorontalo,Kabupaten Boalemo,Boalemo,Indonesia,0.5273,122.3463,20/03/2020 22:00,Broken clouds,95
Limboto,Gorontalo,Kabupaten Gorontalo,Gorontalo,Indonesia,0.627,122.9778,20/03/2020 22:00,Broken clouds,95
Gorontalo,Gorontalo,Kota Gorontalo,Gorontalo,Indonesia,0.5375,123.0625,20/03/2020 22:00,Broken clouds,95
Siulak,Jambi,Kabupaten Kerinci,Kerinci,Indonesia,-1.94667,101.33417,20/03/2020 22:00,Broken clouds,98
Jambi,Jambi,Kota Jambi,Jambi,Indonesia,-1.6,103.61667,20/03/2020 20:00,Broken clouds,97
Sungai Penuh,Jambi,Kota Sungaipenuh,Sungaipenuh,Indonesia,-2.0561,101.3913,20/03/2020 22:00,Broken clouds,98
Muara Bulian,Jambi,Kabupaten Batanghari,Batang hari,Indonesia,-1.71327,103.25902,20/03/2020 22:00,Broken clouds,97
Muara Bungo,Jambi,Kabupaten Bungo,Bungo,Indonesia,-1.49018,102.1149,20/03/2020 22:00,Rain,90
Bangko,Jambi,Kabupaten Merangin,Merangin,Indonesia,-2.0796,102.2573,20/03/2020 22:00,Broken clouds,96
Sengeti,Jambi,Kabupaten Muaro Jambi,Muaro Jambi,Indonesia,-1.4772,103.50765,20/03/2020 22:00,Broken clouds,97
Sarolangun,Jambi,Kabupaten Sarolangun,Sarolangun,Indonesia,-2.3121,102.7271,20/03/2020 22:00,Broken clouds,93
Kuala Tungkal,Jambi,Kabupaten Tanjung Jabung Barat,Tanjung Jabung Barat,Indonesia,-0.81623,103.46111,20/03/2020 22:00,Broken clouds,92
Muara Sabak,Jambi,Kabupaten Tanjung Jabung Timur,Tanjung Jabung Timur,Indonesia,-1.13612,103.84987,20/03/2020 22:00,Broken clouds,81
Muara Tebo,Jambi,Kabupaten Tebo,Tebo,Indonesia,-1.476,102.4435,20/03/2020 22:00,Rain,97
Pelabuhanratu,Jawa Barat,Kabupaten Sukabumi,Sukabumi,Indonesia,-6.9875,106.55139,20/03/2020 22:00,Rain,84
Bandung,Jawa Barat,Kota Bandung,Bandung,Indonesia,-6.92222,107.60694,20/03/2020 22:00,Rain,86
Banjar,Jawa Barat,Kota Banjar,Banjar,Indonesia,-7.1955,107.4313,20/03/2020 22:00,Rain,86
Bekasi,Jawa Barat,Kota Bekasi,Bekasi,Indonesia,-6.388776,106.913972,20/03/2020 22:00,Scattered clouds,88
Bogor,Jawa Barat,Kota Bogor,Bogor,Indonesia,-6.5971469,106.8060388,20/03/2020 20:00,Scattered clouds,88
Cimahi,Jawa Barat,Kota Cimahi,Cimahi,Indonesia,-6.87222,107.5425,20/03/2020 22:00,Rain,86
Cirebon,Jawa Barat,Kota Cirebon,Cirebon,Indonesia,-6.7063,108.557,20/03/2020 22:00,Broken clouds,71
Depok,Jawa Barat,Kota Depok,Depok,Indonesia,-6.4,106.81861,20/03/2020 18:00,Scattered clouds,88
Sukabumi,Jawa Barat,Kota Sukabumi,Sukabumi,Indonesia,-6.91806,106.92667,20/03/2020 22:00,Rain,96
Tasikmalaya,Jawa Barat,Kota Tasikmalaya,Tasikmalaya,Indonesia,-7.3274,108.2207,20/03/2020 22:00,Rain,95
Soreang,Jawa Barat,Kabupaten Bandung,Bandung,Indonesia,-7.03306,107.51833,20/03/2020 22:00,Rain,86
Ngamprah,Jawa Barat,Kabupaten Bandung Barat,Bandung Barat,Indonesia,-6.80361,107.27528,20/03/2020 22:00,Rain,86
Cikarang,Jawa Barat,Kabupaten Bekasi,Bekasi,Indonesia,-6.26111,107.15278,20/03/2020 22:00,Scattered clouds,88
Cibinong,Jawa Barat,Kabupaten Bogor,Bogor,Indonesia,-6.48167,106.85417,20/03/2020 22:00,Scattered clouds,88
Ciamis,Jawa Barat,Kabupaten Ciamis,Ciamis,Indonesia,-7.3257,108.3534,20/03/2020 22:00,Rain,98
Cianjur,Jawa Barat,Kabupaten Cianjur,Cianjur,Indonesia,-6.82222,107.13944,20/03/2020 22:00,Mist,94
Sumber,Jawa Barat,Kabupaten Cirebon,Cirebon,Indonesia,-6.76028,108.48306,20/03/2020 22:00,Rain,94
Indramayu,Jawa Barat,Kabupaten Indramayu,Indramayu,Indonesia,-6.32639,108.32,20/03/2020 22:00,Broken clouds,71
Karawang,Jawa Barat,Kabupaten Karawang,Karawang,Indonesia,-6.30333,107.30556,20/03/2020 22:00,Mist,94
Kuningan,Jawa Barat,Kabupaten Kuningan,Kuningan,Indonesia,-6.97583,108.48306,20/03/2020 22:00,Rain,94
Majalengka,Jawa Barat,Kabupaten Majalengka,Majalengka,Indonesia,-6.83611,108.22778,20/03/2020 22:00,Rain,95
Parigi,Jawa Barat,Kabupaten Pangandaran,Pangandaran,Indonesia,-7.7015,108.496,20/03/2020 22:00,Rain,98
Purwakarta,Jawa Barat,Kabupaten Purwakarta,Purwakarta,Indonesia,-6.55694,107.44333,20/03/2020 22:00,Mist,94
Subang,Jawa Barat,Kabupaten Subang,Subang,Indonesia,-7.1277,108.5283,20/03/2020 22:00,Rain,94
Sumedang,Jawa Barat,Kabupaten Sumedang,Sumedang,Indonesia,-6.85861,107.91639,20/03/2020 22:00,Rain,95
Singaparna,Jawa Barat,Kabupaten Tasikmalaya,Tasikmalaya,Indonesia,-7.3515,108.111,20/03/2020 22:00,Rain,95
Brebes,Jawa Tengah,Kabupaten Brebes,Brebes,Indonesia,-6.8691,109.0378,20/03/2020 22:00,Rain,89
Mungkid,Jawa Tengah,Kabupaten Magelang,Magelang,Indonesia,-7.5925,110.21889,20/03/2020 22:00,Scattered clouds,74
Magelang,Jawa Tengah,Kota Magelang,Magelang,Indonesia,-7.47056,110.21778,20/03/2020 22:00,Scattered clouds,74
Pekalongan,Jawa Tengah,Kota Pekalongan,Pekalongan,Indonesia,-6.8886,109.6753,20/03/2020 22:00,Rain,89
Salatiga,Jawa Tengah,Kota Salatiga,Salatiga,Indonesia,-7.33194,110.49278,20/03/2020 22:00,Scattered clouds,74
Semarang,Jawa Tengah,Kota Semarang,Semarang,Indonesia,-6.99306,110.42083,20/03/2020 22:00,Scattered clouds,74
Surakarta,Jawa Tengah,Kota Surakarta,Surakarta,Indonesia,-7.55611,110.83167,20/03/2020 22:00,Rain,88
Tegal,Jawa Tengah,Kota Tegal,Tegal,Indonesia,-6.8694,109.1402,20/03/2020 22:00,Rain,89
Banjarnegara,Jawa Tengah,Kabupaten Banjarnegara,Banjarnegara,Indonesia,-7.39611,109.69611,20/03/2020 22:00,Rain,90
Purwokerto,Jawa Tengah,Kabupaten Banyumas,Banyumas,Indonesia,-7.42139,109.23444,20/03/2020 22:00,Rain,95
Batang,Jawa Tengah,Kabupaten Batang,Batang,Indonesia,-6.4846,110.7083,20/03/2020 22:00,Scattered clouds,74
Blora,Jawa Tengah,Kabupaten Blora,Blora,Indonesia,-6.9698,111.4186,20/03/2020 22:00,Rain,88
Boyolali,Jawa Tengah,Kabupaten Boyolali,Boyolali,Indonesia,-7.53306,110.59583,20/03/2020 22:00,Scattered clouds,74
Cilacap,Jawa Tengah,Kabupaten Cilacap,Cilacap,Indonesia,-7.72639,109.00944,20/03/2020 22:00,Rain,95
Demak,Jawa Tengah,Kabupaten Demak,Demak,Indonesia,-6.8909,110.6396,20/03/2020 22:00,Scattered clouds,74
Purwodadi,Jawa Tengah,Kabupaten Grobogan,Grobogan,Indonesia,-7.0868,110.9158,20/03/2020 22:00,Scattered clouds,74
Jepara,Jawa Tengah,Kabupaten Jepara,Jepara,Indonesia,-6.5924,110.671,20/03/2020 22:00,Scattered clouds,74
Karanganyar,Jawa Tengah,Kabupaten Karanganyar,Karanganyar,Indonesia,-7.59833,110.94444,20/03/2020 22:00,Rain,88
Kebumen,Jawa Tengah,Kabupaten Kebumen,Kebumen,Indonesia,-7.66861,109.65361,20/03/2020 22:00,Rain,90
Kendal,Jawa Tengah,Kabupaten Kendal,Kendal,Indonesia,-6.9213,110.2022,20/03/2020 22:00,Scattered clouds,74
Klaten,Jawa Tengah,Kabupaten Klaten,Klaten,Indonesia,-7.70583,110.60639,20/03/2020 22:00,Rain,94
Kudus,Jawa Tengah,Kabupaten Kudus,Kudus,Indonesia,-6.8048,110.8405,20/03/2020 22:00,Scattered clouds,74
Pati,Jawa Tengah,Kabupaten Pati,Pati,Indonesia,-6.7559,111.038,20/03/2020 22:00,Rain,87
Kajen,Jawa Tengah,Kabupaten Pekalongan,Pekalongan,Indonesia,-7.0324,109.5773,20/03/2020 22:00,Rain,89
Pemalang,Jawa Tengah,Kabupaten Pemalang,Pemalang,Indonesia,-6.89193,109.38263,20/03/2020 22:00,Rain,89
Purbalingga,Jawa Tengah,Kabupaten Purbalingga,Purbalingga,Indonesia,-7.38806,109.36389,20/03/2020 22:00,Rain,90
Purworejo,Jawa Tengah,Kabupaten Purworejo,Purworejo,Indonesia,-7.71139,110.01028,20/03/2020 22:00,Rain,93
Rembang,Jawa Tengah,Kabupaten Rembang,Rembang,Indonesia,-6.707,111.3498,20/03/2020 22:00,Rain,72
Ungaran,Jawa Tengah,Kabupaten Semarang,Semarang,Indonesia,-7.13972,110.405,20/03/2020 22:00,Scattered clouds,74
Sragen,Jawa Tengah,Kabupaten Sragen,Sragen,Indonesia,-7.42639,111.02222,20/03/2020 22:00,Rain,88
Sukoharjo,Jawa Tengah,Kabupaten Sukoharjo,Sukoharjo,Indonesia,-7.6725,110.83806,20/03/2020 22:00,Rain,88
Slawi,Jawa Tengah,Kabupaten Tegal,Tegal,Indonesia,-6.9816,109.1407,20/03/2020 22:00,Rain,89
Temanggung,Jawa Tengah,Kabupaten Temanggung,Temanggung,Indonesia,-7.31917,110.19278,20/03/2020 22:00,Scattered clouds,74
Wonogiri,Jawa Tengah,Kabupaten Wonogiri,Wonogiri,Indonesia,-7.81444,110.92056,20/03/2020 22:00,Rain,93
Wonosobo,Jawa Tengah,Kabupaten Wonosobo,Wonosobo,Indonesia,-7.35889,109.90306,20/03/2020 22:00,Scattered clouds,74
Ngasem,Jawa Timur,Kabupaten Kediri,Kediri,Indonesia,-7.80583,112.04083,20/03/2020 22:00,Rain,90
Caruban,Jawa Timur,Kabupaten Madiun,Madiun,Indonesia,-7.5447,111.6566,20/03/2020 22:00,Rain,89
Mojosari,Jawa Timur,Kabupaten Mojokerto,Mojokerto,Indonesia,-7.5194,112.5597,20/03/2020 22:00,Broken clouds,82
Bangil,Jawa Timur,Kabupaten Pasuruan,Pasuruan,Indonesia,-7.59939,112.8186,20/03/2020 22:00,Rain,70
Batu,Jawa Timur,Kota Batu,Batu,Indonesia,-7.87,112.52833,20/03/2020 22:00,Broken clouds,93
Blitar,Jawa Timur,Kota Blitar,Blitar,Indonesia,-8.0983,112.1681,20/03/2020 22:00,Rain,90
Kediri,Jawa Timur,Kota Kediri,Kediri,Indonesia,-7.81667,112.01667,20/03/2020 22:00,Rain,90
Madiun,Jawa Timur,Kota Madiun,Madiun,Indonesia,-7.6298,111.5239,20/03/2020 22:00,Rain,89
Malang,Jawa Timur,Kota Malang,Malang,Indonesia,-7.9797,112.6304,20/03/2020 18:00,Broken clouds,93
Mojokerto,Jawa Timur,Kota Mojokerto,Mojokerto,Indonesia,-7.4664,112.4338,20/03/2020 22:00,Broken clouds,82
Pasuruan,Jawa Timur,Kota Pasuruan,Pasuruan,Indonesia,-7.6453,112.9075,20/03/2020 22:00,Rain,70
Probolinggo,Jawa Timur,Kota Probolinggo,Probolinggo,Indonesia,-7.7543,113.2159,20/03/2020 22:00,Rain,95
Surabaya,Jawa Timur,Kota Surabaya,Surabaya,Indonesia,-7.2800904,112.7946058,20/03/2020 22:00,Rain,70
Bangkalan,Jawa Timur,Kabupaten Bangkalan,Bangkalan,Indonesia,-7.0455,112.7351,20/03/2020 22:00,Rain,79
Banyuwangi,Jawa Timur,Kabupaten Banyuwangi,Banyuwangi,Indonesia,-8.2325,114.35755,20/03/2020 22:00,Scattered clouds,73
Bojonegoro,Jawa Timur,Kabupaten Bojonegoro,Bojonegoro,Indonesia,-7.1502,111.8817,20/03/2020 22:00,Broken clouds,83
Bondowoso,Jawa Timur,Kabupaten Bondowoso,Bondowoso,Indonesia,-7.91346,113.82145,20/03/2020 22:00,Scattered clouds,91
Gresik,Jawa Timur,Kabupaten Gresik,Gresik,Indonesia,-7.15389,112.65611,20/03/2020 22:00,Rain,79
Jember,Jawa Timur,Kabupaten Jember,Jember,Indonesia,-8.17211,113.69953,20/03/2020 22:00,Rain,92
Jombang,Jawa Timur,Kabupaten Jombang,Jombang,Indonesia,-7.54595,112.23307,20/03/2020 22:00,Rain,88
Lamongan,Jawa Timur,Kabupaten Lamongan,Lamongan,Indonesia,-7.11667,112.41667,20/03/2020 22:00,Rain,79
Lumajang,Jawa Timur,Kabupaten Lumajang,Lumajang,Indonesia,-8.1335,113.2248,20/03/2020 22:00,Rain,95
Magetan,Jawa Timur,Kabupaten Magetan,Magetan,Indonesia,-7.65667,111.33139,20/03/2020 22:00,Rain,89
Kepanjen,Jawa Timur,Kabupaten Malang,Malang,Indonesia,-8.1303,112.5727,20/03/2020 22:00,Broken clouds,93
Nganjuk,Jawa Timur,Kabupaten Nganjuk,Nganjuk,Indonesia,-7.6051,111.9035,20/03/2020 22:00,Rain,88
Pacitan,Jawa Timur,Kabupaten Pacitan,Pacitan,Indonesia,-8.19389,111.10333,20/03/2020 22:00,Rain,93
Pamekasan,Jawa Timur,Kabupaten Pamekasan,Pamekasan,Indonesia,-7.1568,113.4746,20/03/2020 22:00,Rain,87
Ponorogo,Jawa Timur,Kabupaten Ponorogo,Ponorogo,Indonesia,-7.8685,111.462,20/03/2020 22:00,Rain,91
Kraksaan,Jawa Timur,Kabupaten Probolinggo,Probolinggo,Indonesia,-7.75845,113.39624,20/03/2020 22:00,Rain,92
Sampang,Jawa Timur,Kabupaten Sampang,Sampang,Indonesia,-7.1872,113.2394,20/03/2020 22:00,Rain,90
Sidoarjo,Jawa Timur,Kabupaten Sidoarjo,Sidoarjo,Indonesia,-7.4478,112.7183,20/03/2020 22:00,Broken clouds,82
Situbondo,Jawa Timur,Kabupaten Situbondo,Situbondo,Indonesia,-7.70623,114.00976,20/03/2020 22:00,Broken clouds,71
Sumenep,Jawa Timur,Kabupaten Sumenep,Sumenep,Indonesia,-7.01667,113.86667,20/03/2020 22:00,Scattered clouds,74
Trenggalek,Jawa Timur,Kabupaten Trenggalek,Trenggalek,Indonesia,-8.0764,111.70641,20/03/2020 22:00,Rain,91
Tuban,Jawa Timur,Kabupaten Tuban,Tuban,Indonesia,-6.8976,112.0649,20/03/2020 22:00,Broken clouds,83
Tulungagung,Jawa Timur,Kabupaten Tulungagung,Tulungagung,Indonesia,-8.0657,111.9025,20/03/2020 22:00,Rain,90
Singkawang,Kalimantan Barat,Kota Singkawang,Singkawang,Indonesia,0.90925,108.98463,20/03/2020 22:00,Rain,92
Bengkayang,Kalimantan Barat,Kabupaten Bengkayang,Bengkayang,Indonesia,0.83194,109.43589,20/03/2020 22:00,Broken clouds,98
Putussibau,Kalimantan Barat,Kabupaten Kapuas Hulu,Kapuas Hulu,Indonesia,0.83333,112.93333,20/03/2020 22:00,Broken clouds,96
Sukadana,Kalimantan Barat,Kabupaten Kayong Utara,Kayong Utara,Indonesia,-1.25,109.95,20/03/2020 22:00,Broken clouds,82
Ketapang,Kalimantan Barat,Kabupaten Ketapang,Ketapang,Indonesia,-1.83862,109.97728,20/03/2020 22:00,Rain,82
Sungai Raya,Kalimantan Barat,Kabupaten Kubu Raya,Kubu Raya,Indonesia,0.7,108.9,20/03/2020 22:00,Broken clouds,96
Ngabang,Kalimantan Barat,Kabupaten Landak,Landak,Indonesia,0.38333,109.95,20/03/2020 22:00,Broken clouds,98
Nangah Pinoh,Kalimantan Barat,Kabupaten Melawi,Melawi,Indonesia,-0.33333,111.73333,20/03/2020 22:00,Rain,96
Mempawah,Kalimantan Barat,Kabupaten Mempawah,Mempawah,Indonesia,0.37102,108.97013,20/03/2020 22:00,Broken clouds,96
Sambas,Kalimantan Barat,Kabupaten Sambas,Sambas,Indonesia,1.33333,109.25,20/03/2020 22:00,Broken clouds,97
Sanggau,Kalimantan Barat,Kabupaten Sanggau,Sanggau,Indonesia,0.13333,110.6,20/03/2020 22:00,Broken clouds,99
Sekadau,Kalimantan Barat,Kabupaten Sekadau,Sekadau,Indonesia,0.01667,110.9,20/03/2020 22:00,Broken clouds,97
Sintang,Kalimantan Barat,Kabupaten Sintang,Sintang,Indonesia,0.06667,111.5,20/03/2020 22:00,Broken clouds,93
Banjarbaru,Kalimantan Selatan,Kota Banjarbaru,Banjarbaru,Indonesia,-3.4572422,114.8103181,20/03/2020 22:00,Rain,95
Banjarmasin,Kalimantan Selatan,Kota Banjarmasin,Banjarmasin,Indonesia,-3.31987,114.59075,20/03/2020 18:00,Rain,81
Paringin,Kalimantan Selatan,Kabupaten Balangan,Balangan,Indonesia,-2.3357,115.4749,20/03/2020 22:00,Rain,93
Martapura,Kalimantan Selatan,Kabupaten Banjar,Banjar,Indonesia,-3.4109,114.8642,20/03/2020 22:00,Rain,95
Marabahan,Kalimantan Selatan,Kabupaten Barito Kuala,Barito Kuala,Indonesia,-3.0136,114.7687,20/03/2020 22:00,Rain,94
Kandangan,Kalimantan Selatan,Kabupaten Hulu Sungai Selatan,Hulu Sungai Selatan,Indonesia,-2.7837,115.2772,20/03/2020 22:00,Rain,96
Barabai,Kalimantan Selatan,Kabupaten Hulu Sungai Tengah,Hulu Sungai Tengah,Indonesia,-2.58333,115.38333,20/03/2020 22:00,Rain,93
Amuntai,Kalimantan Selatan,Kabupaten Hulu Sungai Utara,Hulu Sungai Utara,Indonesia,-2.41773,115.24941,20/03/2020 22:00,Rain,93
Tanjung,Kalimantan Selatan,Kabupaten Tabalong,Tabalong,Indonesia,-2.1709,115.4077,20/03/2020 22:00,Rain,94
Batulicin,Kalimantan Selatan,Kabupaten Tanah Bumbu,Tanah Bumbu,Indonesia,-3.42022,116.00611,20/03/2020 22:00,Broken clouds,87
Pelaihari,Kalimantan Selatan,Kabupaten Tanah Laut,Tanah Laut,Indonesia,-3.7987,114.7788,20/03/2020 22:00,Broken clouds,82
Rantau,Kalimantan Selatan,Kabupaten Tapin,Tapin,Indonesia,-2.9334,115.1621,20/03/2020 22:00,Rain,94
Tamiang Layang,Kalimantan Tengah,Kabupaten Barito Timur,Barito Timur,Indonesia,-2.1236,115.1958,20/03/2020 22:00,Rain,96
Puruk Cahu,Kalimantan Tengah,Kabupaten Murung Raya,Murung Raya,Indonesia,-0.58333,114.58333,20/03/2020 22:00,Rain,97
Palangkaraya,Kalimantan Tengah,Kota Palangka Raya,Palangka Raya,Indonesia,-2.2161048,113.913977,20/03/2020 18:00,Rain,95
Buntok,Kalimantan Tengah,Kabupaten Barito Selatan,Barito Selatan,Indonesia,-3.55,114.767,20/03/2020 22:00,Rain,95
Muara Teweh,Kalimantan Tengah,Kabupaten Barito Utara,Barito Utara,Indonesia,-0.9403,114.8939,20/03/2020 22:00,Rain,97
Kualakapuas,Kalimantan Tengah,Kabupaten Kapuas,Kapuas,Indonesia,-3.00913,114.38759,20/03/2020 22:00,Rain,94
Pangkalan Bun,Kalimantan Tengah,Kabupaten Kotawaringin Barat,Kotawaringin Barat,Indonesia,-2.688962,111.622398,20/03/2020 22:00,Rain,97
Sampit,Kalimantan Tengah,Kabupaten Kotawaringin Timur,Kotawaringin Timur,Indonesia,-2.5315,112.9496,20/03/2020 22:00,Rain,97
Nanga Bulik,Kalimantan Tengah,Kabupaten Lamandau,Lamandau,Indonesia,-2.1624,111.4885,20/03/2020 22:00,Rain,97
Pulang Pisau,Kalimantan Tengah,Kabupaten Pulang Pisau,Pulang Pisau,Indonesia,-2.7671,114.2406,20/03/2020 22:00,Rain,95
Kuala Pembuang,Kalimantan Tengah,Kabupaten Seruyan,Seruyan,Indonesia,-3.39228,112.55049,20/03/2020 22:00,Rain,75
Ujoh Bilang,Kalimantan Timur,Kabupaten Mahakam Ulu,Mahakam Ulu,Indonesia,0.55,115.25,20/03/2020 22:00,Rain,94
Tana Paser,Kalimantan Timur,Kabupaten Paser,Paser,Indonesia,-1.9051,116.1913,20/03/2020 22:00,Rain,96
Balikpapan,Kalimantan Timur,Kota Balikpapan,Balikpapan,Indonesia,-1.26753,116.82887,20/03/2020 22:00,Scattered clouds,100
Bontang,Kalimantan Timur,Kota Bontang,Bontang,Indonesia,0.1324,117.4854,20/03/2020 22:00,Rain,86
Samarinda,Kalimantan Timur,Kota Samarinda,Samarinda,Indonesia,-0.4948232,117.1436154,20/03/2020 22:00,Broken clouds,88
Sendawar,Kalimantan Timur,Kabupaten Kutai Barat,Kutai Barat,Indonesia,-0.23639,115.69472,20/03/2020 22:00,Rain,90
Sangatta,Kalimantan Timur,Kabupaten Kutai Timur,Kutai Timur,Indonesia,0.5049,117.5279,20/03/2020 22:00,Broken clouds,96
Penajam,Kalimantan Timur,Kabupaten Penajam Paser Utara,Penajam Paser Utara,Indonesia,-1.24919,116.76968,20/03/2020 22:00,Scattered clouds,100
Tanjung Selor,Kalimantan Utara,Kabupaten Bulungan,Bulungan,Indonesia,2.8375,117.36528,20/03/2020 22:00,Broken clouds,77
Tarakan,Kalimantan Utara,Kota Tarakan,Tarakan,Indonesia,3.31332,117.59152,20/03/2020 22:00,Rain,77
Malinau,Kalimantan Utara,Kabupaten Malinau,Malinau,Indonesia,3.58855,116.62391,20/03/2020 22:00,Rain,98
Tideng Pale,Kalimantan Utara,Kabupaten Tana Tidung,Tana Tidung,Indonesia,3.60815,116.90668,20/03/2020 22:00,Clear sky,92
Muntok,Kepulauan Bangka Belitung,Kabupaten Bangka Barat,Bangka Barat,Indonesia,-2.06719,105.16228,20/03/2020 22:00,Broken clouds,79
Koba,Kepulauan Bangka Belitung,Kabupaten Bangka Tengah,Bangka Tengah,Indonesia,-2.49313,106.4081,20/03/2020 22:00,Broken clouds,82
Manggar,Kepulauan Bangka Belitung,Kabupaten Belitung Timur,Belitung Timur,Indonesia,-2.88333,108.26667,20/03/2020 22:00,Rain,78
Pangkalpinang,Kepulauan Bangka Belitung,Kota Pangkalpinang,Pangkalpinang,Indonesia,-2.12914,106.11377,20/03/2020 22:00,Broken clouds,86
Sungailiat,Kepulauan Bangka Belitung,Kabupaten Bangka,Bangka,Indonesia,-1.85442,106.12215,20/03/2020 22:00,Broken clouds,86
Tanjung Pandan,Kepulauan Bangka Belitung,Kabupaten Belitung,Belitung,Indonesia,-2.73353,107.63477,20/03/2020 22:00,Broken clouds,77
Kijang,Kepulauan Riau,Kabupaten Bintan,Bintan,Indonesia,0.9,104.63333,20/03/2020 22:00,Few clouds,74
Tarempa,Kepulauan Riau,Kabupaten Kepulauan Anambas,Kepulauan Anambas,Indonesia,3.21583,106.21722,20/03/2020 22:00,Scattered clouds,77
Daik Lingga,Kepulauan Riau,Kabupaten Lingga,Lingga,Indonesia,-0.21451,104.61824,20/03/2020 22:00,Broken clouds,79
Ranai,Kepulauan Riau,Kabupaten Natuna,Natuna,Indonesia,3.9384,108.38401,20/03/2020 22:00,Broken clouds,81
Batam,Kepulauan Riau,Kota Batam,Batam,Indonesia,1.1300779,104.0529207,20/03/2020 18:00,Broken clouds,74
Tanjung Pinang,Kepulauan Riau,Kota Tanjungpinang,Tanjung pinang,Indonesia,0.91667,104.45833,20/03/2020 22:00,Few clouds,74
Liwa,Lampung,Kabupaten Lampung Barat,Lampung Barat,Indonesia,-5.03554,104.07595,20/03/2020 22:00,Broken clouds,90
Kalianda,Lampung,Kabupaten Lampung Selatan,Lampung Selatan,Indonesia,-5.73805,105.5916,20/03/2020 22:00,Rain,91
Krui,Lampung,Kabupaten Pesisir Barat,Pesisir Barat,Indonesia,-5.18251,103.93746,20/03/2020 22:00,Broken clouds,90
Bandar Lampung,Lampung,Kota Bandar Lampung,Bandar Lampung,Indonesia,-5.42917,105.26111,20/03/2020 18:00,Rain,91
Metro,Lampung,Kota Metro,Metro,Indonesia,-5.11306,105.30667,20/03/2020 22:00,Rain,89
